   5.687140e-01   9.098061e-01
   4.659774e-01   8.271126e-01
   5.834673e-01   9.201097e-01
   5.072277e-01   8.622140e-01
   7.324185e-01   6.722449e-01
   4.613366e-01   7.871496e-01
   5.013961e-01   7.147380e-01
   4.761374e-01   7.211479e-01
   5.549206e-01   5.999155e-01
   6.854669e-01   6.386393e-01
   6.033648e-01   8.572704e-01
   4.517743e-01   8.383564e-01
   4.320495e-01   7.741961e-01
   5.293884e-01   7.590527e-01
   5.507046e-01   7.644558e-01
   5.754578e-01   8.098336e-01
   5.885656e-01   6.985438e-01
   5.976800e-01   8.494795e-01
   5.805707e-01   7.238970e-01
   7.954037e-01   7.124312e-01
   5.090495e-01   8.255482e-01
   5.637559e-01   8.952832e-01
   5.644258e-01   8.666229e-01
   5.024042e-01   8.159111e-01
   5.257121e-01   6.812802e-01
   5.014695e-01   8.240309e-01
   5.753133e-01   6.814095e-01
   2.959433e-01   8.631119e-01
   6.449312e-01   8.319235e-01
   6.824192e-01   6.046274e-01
   6.443707e-01   7.286345e-01
   5.391633e-01   8.233774e-01
   7.502280e-01   6.897372e-01
   5.776159e-01   6.536694e-01
   6.134447e-01   8.331983e-01
   5.064278e-01   7.097959e-01
   4.794806e-01   6.488464e-01
   7.695213e-01   7.534463e-01
   3.189620e-01   1.019840e+00
   3.711579e-01   9.700979e-01
   5.685301e-01   9.264790e-01
   4.109987e-01   9.106665e-01
   4.490389e-01   9.441610e-01
   4.645171e-01   9.798711e-01
   5.941418e-01   6.647529e-01
   5.460228e-01   7.821483e-01
   5.991899e-01   7.100568e-01
   5.904116e-01   7.172127e-01
   5.663497e-01   9.974829e-01
   5.724239e-01   6.879132e-01
   5.697096e-01   7.343160e-01
   4.815805e-01   7.539945e-01
   4.652613e-01   8.149072e-01
   4.514584e-01   8.855669e-01
   5.281778e-01   7.309796e-01
   4.930701e-01   7.562422e-01
   4.355184e-01   7.616570e-01
   5.528753e-01   8.114581e-01
   6.018444e-01   7.676769e-01
   5.600132e-01   8.534562e-01
   4.743803e-01   7.753604e-01
   3.052239e-01   8.255440e-01
   5.219885e-01   7.974059e-01
   5.471656e-01   7.095317e-01
   7.006584e-01   4.707801e-01
   5.586185e-01   8.784227e-01
   5.180602e-01   8.094977e-01
   6.060629e-01   7.951388e-01
   4.433837e-01   7.377586e-01
   4.203020e-01   9.423670e-01
   6.833829e-01   6.395729e-01
   5.409211e-01   6.955176e-01
   5.114398e-01   8.211883e-01
   4.540597e-01   9.361883e-01
   5.804654e-01   6.345939e-01
   5.413960e-01   8.698727e-01
   6.769217e-01   7.807178e-01
   5.036425e-01   6.687003e-01
   7.022720e-01   6.435283e-01
   5.578618e-01   6.934833e-01
   3.887525e-01   1.097803e+00
   4.492917e-01   9.361455e-01
   4.426998e-01   8.684907e-01
   4.955903e-01   9.361662e-01
   4.142977e-01   7.607794e-01
   6.119720e-01   5.909282e-01
   7.274814e-01   7.790870e-01
   5.981804e-01   6.772643e-01
   4.153298e-01   1.019306e+00
   5.194430e-01   8.156286e-01
   5.576571e-01   7.446846e-01
   6.504028e-01   8.084347e-01
   4.667413e-01   7.942051e-01
   6.849366e-01   6.733057e-01
   4.405780e-01   9.023677e-01
   5.233481e-01   8.797534e-01
   3.357436e-01   9.060493e-01
   4.898890e-01   8.371106e-01
   4.042780e-01   7.785740e-01
   5.353081e-01   7.965387e-01
   4.996869e-01   8.937803e-01
   4.462391e-01   1.049491e+00
   3.638121e-01   8.746273e-01
   7.382816e-01   5.424853e-01
   5.875321e-01   8.584453e-01
   5.951958e-01   5.942661e-01
   4.570470e-01   8.593517e-01
   4.042196e-01   8.008685e-01
   5.748871e-01   7.761608e-01
   6.973612e-01   7.480571e-01
   5.637548e-01   8.977309e-01
   5.152736e-01   6.403592e-01
   6.139935e-01   6.041562e-01
   4.175870e-01   8.666622e-01
   5.190160e-01   7.522130e-01
   4.459542e-01   7.625715e-01
   5.294991e-01   8.115665e-01
   5.144957e-01   7.003323e-01
   6.334648e-01   6.257535e-01
   4.203365e-01   9.471091e-01
   3.695471e-01   8.824324e-01
   6.010349e-01   5.752929e-01
   8.075721e-01   5.469390e-01
   4.843739e-01   8.006360e-01
   4.891289e-01   8.030455e-01
   3.953863e-01   8.765216e-01
   6.448443e-01   8.149256e-01
   4.911609e-01   8.942330e-01
   4.198520e-01   7.497734e-01
   3.112680e-01   7.175143e-01
   6.635269e-01   5.128290e-01
   6.483935e-01   8.059785e-01
   4.052537e-01   8.894929e-01
   4.096393e-01   9.415908e-01
   4.255944e-01   8.364566e-01
   2.787517e-01   8.135598e-01
   4.861340e-01   1.035751e+00
   4.495247e-01   8.438975e-01
   7.039703e-01   6.213639e-01
   4.746529e-01   7.460751e-01
   5.816572e-01   7.456967e-01
   4.314609e-01   7.773783e-01
   6.139365e-01   6.969676e-01
   5.180870e-01   7.904459e-01
   4.154003e-01   7.596718e-01
   6.660625e-01   6.886973e-01
   5.856022e-01   7.730450e-01
   5.590753e-01   8.565725e-01
   6.668494e-01   5.492575e-01
   5.221380e-01   7.906297e-01
   3.456485e-01   8.087319e-01
   5.835060e-01   7.475077e-01
   5.179703e-01   5.737954e-01
   5.970453e-01   8.514622e-01
   7.315638e-01   6.810516e-01
   5.904023e-01   6.964053e-01
   5.027888e-01   7.726636e-01
   3.650534e-01   8.159882e-01
   5.988400e-01   7.004807e-01
   5.518470e-01   7.348923e-01
   3.385619e-01   7.208157e-01
   4.327257e-01   7.864981e-01
   5.086192e-01   8.906394e-01
   5.377443e-01   8.118173e-01
   6.827446e-01   5.945910e-01
   5.385602e-01   8.022993e-01
   5.658593e-01   6.589048e-01
   5.973709e-01   8.152707e-01
   6.385915e-01   7.808213e-01
   7.651152e-01   8.293870e-01
   4.479793e-01   9.125575e-01
   5.650807e-01   6.694226e-01
   3.607002e-01   9.151931e-01
   5.501527e-01   8.501836e-01
   6.066410e-01   7.385485e-01
   7.482004e-01   4.760367e-01
   5.090644e-01   9.172310e-01
   5.205199e-01   7.213669e-01
   6.764272e-01   6.925709e-01
   3.901680e-01   7.856518e-01
   6.048620e-01   7.475165e-01
   6.080896e-01   6.740543e-01
   5.588973e-01   7.667125e-01
   5.492124e-01   7.165832e-01
   6.872128e-01   6.529155e-01
   5.230978e-01   6.706016e-01
   4.430925e-01   9.518043e-01
   4.012516e-01   9.188368e-01
   6.003278e-01   5.594646e-01
   7.327537e-01   8.464632e-01
   4.207259e-01   7.935040e-01
   6.094762e-01   8.074256e-01
   4.840559e-01   8.195046e-01
   6.619397e-01   8.090957e-01
   6.560106e-01   8.110287e-01
   6.428430e-01   7.721872e-01
   4.659131e-01   8.897541e-01
   6.103562e-01   8.283542e-01
   7.344891e-01   7.977491e-01
   4.996104e-01   7.460318e-01
   7.891952e-01   7.154759e-01
   4.207921e-01   7.615057e-01
   5.034893e-01   7.881413e-01
   3.935014e-01   8.009281e-01
   4.799253e-01   6.884101e-01
   4.492795e-01   8.904314e-01
   5.193208e-01   9.237890e-01
   6.546365e-01   8.195473e-01
   5.752033e-01   9.092730e-01
   6.531801e-01   7.982342e-01
   4.255579e-01   8.380108e-01
   4.168995e-01   7.980887e-01
   4.501690e-01   6.739585e-01
   2.757832e-01   1.053470e+00
   6.291468e-01   5.541051e-01
   7.169999e-01   6.316063e-01
   6.153961e-01   6.730867e-01
   6.236708e-01   7.405617e-01
   4.567598e-01   8.698176e-01
   5.406123e-01   8.381020e-01
   3.580216e-01   6.885463e-01
   3.569867e-01   9.366406e-01
   3.561200e-01   7.306264e-01
   4.384961e-01   9.278461e-01
   5.430875e-01   5.432723e-01
   3.043325e-01   9.172773e-01
   3.611457e-01   8.228430e-01
   6.639982e-01   6.440193e-01
   6.055856e-01   7.219764e-01
   5.841952e-01   7.916231e-01
   3.805091e-01   9.999211e-01
   4.271338e-01   8.962186e-01
   4.648910e-01   7.212750e-01
   6.130391e-01   7.968112e-01
   3.032491e-01   9.938608e-01
   4.889160e-01   9.047439e-01
   6.851781e-01   7.378050e-01
   5.400792e-01   8.250358e-01
   5.738633e-01   6.810360e-01
   4.892751e-01   7.846231e-01
   4.177953e-01   1.115205e+00
   6.877203e-01   7.420625e-01
   5.984534e-01   7.935458e-01
   6.420453e-01   7.627352e-01
   4.142050e-01   1.003145e+00
   5.585178e-01   7.045525e-01
   5.487877e-01   9.501080e-01
   6.617753e-01   6.537305e-01
   4.698578e-01   9.231667e-01
   3.920214e-01   9.605214e-01
   4.130721e-01   8.644477e-01
   5.676900e-01   8.770344e-01
   5.717026e-01   9.337568e-01
   5.015149e-01   1.071480e+00
   6.697541e-01   7.350847e-01
   7.610471e-01   6.945473e-01
   5.373828e-01   8.799712e-01
   5.683070e-01   6.952147e-01
   4.969933e-01   8.440986e-01
   5.393366e-01   7.198772e-01
   6.220289e-01   8.725521e-01
   5.960047e-01   9.065883e-01
   4.206557e-01   9.333464e-01
   6.126675e-01   7.064770e-01
   5.093626e-01   8.121332e-01
   3.350061e-01   9.978367e-01
   1.657612e-01   9.660616e-01
   5.419494e-01   6.417778e-01
   6.489124e-01   6.497175e-01
   4.788460e-01   7.565206e-01
   6.167995e-01   6.785945e-01
   6.218173e-01   7.274969e-01
   7.220841e-01   6.611211e-01
   6.377385e-01   6.640146e-01
   6.204201e-01   7.262780e-01
   4.238560e-01   8.416202e-01
   6.408427e-01   8.537754e-01
   3.621445e-01   8.458133e-01
   6.752008e-01   7.792100e-01
   5.197404e-01   7.184826e-01
   4.538524e-01   7.138723e-01
   5.914180e-01   6.672660e-01
   3.832328e-01   9.733577e-01
   5.765065e-01   7.014620e-01
   4.138001e-01   8.320398e-01
   6.133466e-01   7.883542e-01
   5.460185e-01   6.357006e-01
   4.926886e-01   6.499042e-01
   3.422711e-01   9.696621e-01
   4.291145e-01   8.696211e-01
   3.841044e-01   7.031761e-01
   3.151185e-01   7.991297e-01
   7.438650e-01   6.903069e-01
   5.006985e-01   6.075319e-01
   5.985206e-01   7.247245e-01
   5.156463e-01   7.596798e-01
   6.320473e-01   6.691688e-01
   5.914363e-01   6.370336e-01
   4.499701e-01   8.668743e-01
   6.055688e-01   8.202982e-01
   6.622877e-01   8.931686e-01
   6.661231e-01   8.821816e-01
   3.549445e-01   8.827960e-01
   4.296289e-01   7.605875e-01
   5.881560e-01   6.366720e-01
   4.622208e-01   8.306680e-01
   4.077726e-01   8.862037e-01
   5.177592e-01   7.017926e-01
   4.409727e-01   8.916667e-01
   3.165008e-01   7.930449e-01
   2.295265e-01   8.387229e-01
   4.537343e-01   6.364275e-01
   6.329145e-01   8.135361e-01
   6.091233e-01   4.614557e-01
   5.669812e-01   8.147934e-01
   5.072492e-01   8.576718e-01
   4.769620e-01   8.238390e-01
   6.526433e-01   7.374781e-01
   4.922936e-01   7.610531e-01
   6.749509e-01   6.924522e-01
   4.403995e-01   1.066175e+00
   4.589054e-01   9.272169e-01
   5.579557e-01   9.017197e-01
   5.914095e-01   7.201923e-01
